1466034716053000,0.224173,0.0347791,-0.00812116,0,0,0,0,0,0,0,0,0,0.0347791,0.293476,0.185985,0,0,0,0,0,0,0,0,0,-0.00812116,0.185985,0.836859,0,0,0,0,0,0,0,0,0,0,0,0,0.000185157,3.243e-07,4.68788e-07,0,0,0,0,0,0,0,0,0,3.243e-07,0.000185903,1.65612e-07,0,0,0,0,0,0,0,0,0,4.68788e-07,1.65612e-07,5.32417e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.18062e-06,4.19991e-09,7.00368e-06,0,0,0,0,0,0,0,0,0,4.19991e-09,1.18156e-06,-9.755e-06,0,0,0,0,0,0,0,0,0,7.00368e-06,-9.755e-06,0.0357653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034717056000,0.224734,0.0347533,-0.00812172,0,0,0,0,0,0,0,0,0,0.0347533,0.293966,0.185857,0,0,0,0,0,0,0,0,0,-0.00812172,0.185857,0.836968,0,0,0,0,0,0,0,0,0,0,0,0,0.000179354,2.84325e-07,4.50909e-07,0,0,0,0,0,0,0,0,0,2.84325e-07,0.00018005,1.42595e-07,0,0,0,0,0,0,0,0,0,4.50909e-07,1.42595e-07,5.2836e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17989e-06,4.23822e-09,6.99577e-06,0,0,0,0,0,0,0,0,0,4.23822e-09,1.18079e-06,-9.71701e-06,0,0,0,0,0,0,0,0,0,6.99577e-06,-9.71701e-06,0.0357608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034718055000,0.225298,0.0347284,-0.00812258,0,0,0,0,0,0,0,0,0,0.0347284,0.294458,0.185731,0,0,0,0,0,0,0,0,0,-0.00812258,0.185731,0.837077,0,0,0,0,0,0,0,0,0,0,0,0,0.00017457,2.58175e-07,4.38169e-07,0,0,0,0,0,0,0,0,0,2.58175e-07,0.000175235,1.24071e-07,0,0,0,0,0,0,0,0,0,4.38169e-07,1.24071e-07,5.24579e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17929e-06,4.27388e-09,6.98622e-06,0,0,0,0,0,0,0,0,0,4.27388e-09,1.18016e-06,-9.68233e-06,0,0,0,0,0,0,0,0,0,6.98622e-06,-9.68233e-06,0.0357562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034719051000,0.225864,0.0347044,-0.00812349,0,0,0,0,0,0,0,0,0,0.0347044,0.294953,0.185606,0,0,0,0,0,0,0,0,0,-0.00812349,0.185606,0.837187,0,0,0,0,0,0,0,0,0,0,0,0,0.000170634,2.41912e-07,4.29317e-07,0,0,0,0,0,0,0,0,0,2.41912e-07,0.000171283,1.08618e-07,0,0,0,0,0,0,0,0,0,4.29317e-07,1.08618e-07,5.21057e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17879e-06,4.30683e-09,6.97613e-06,0,0,0,0,0,0,0,0,0,4.30683e-09,1.17962e-06,-9.65195e-06,0,0,0,0,0,0,0,0,0,6.97613e-06,-9.65195e-06,0.0357513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034720056000,0.226431,0.034681,-0.00812449,0,0,0,0,0,0,0,0,0,0.034681,0.295448,0.185481,0,0,0,0,0,0,0,0,0,-0.00812449,0.185481,0.837296,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,2.33622e-07,4.23722e-07,0,0,0,0,0,0,0,0,0,2.33622e-07,0.00016805,9.66115e-08,0,0,0,0,0,0,0,0,0,4.23722e-07,9.66115e-08,5.17768e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17835e-06,4.33718e-09,6.96676e-06,0,0,0,0,0,0,0,0,0,4.33718e-09,1.17915e-06,-9.62626e-06,0,0,0,0,0,0,0,0,0,6.96676e-06,-9.62626e-06,0.0357462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034721052000,0.226998,0.0346585,-0.00812548,0,0,0,0,0,0,0,0,0,0.0346585,0.295945,0.185358,0,0,0,0,0,0,0,0,0,-0.00812548,0.185358,0.837405,0,0,0,0,0,0,0,0,0,0,0,0,0.000164773,2.2969e-07,4.204e-07,0,0,0,0,0,0,0,0,0,2.2969e-07,0.000165418,8.68011e-08,0,0,0,0,0,0,0,0,0,4.204e-07,8.68011e-08,5.14708e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17796e-06,4.36456e-09,6.95902e-06,0,0,0,0,0,0,0,0,0,4.36456e-09,1.17873e-06,-9.60642e-06,0,0,0,0,0,0,0,0,0,6.95902e-06,-9.60642e-06,0.0357406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034722053000,0.227565,0.0346365,-0.00812635,0,0,0,0,0,0,0,0,0,0.0346365,0.296442,0.185235,0,0,0,0,0,0,0,0,0,-0.00812635,0.185235,0.837514,0,0,0,0,0,0,0,0,0,0,0,0,0.00016264,2.30677e-07,4.1904e-07,0,0,0,0,0,0,0,0,0,2.30677e-07,0.000163292,7.84342e-08,0,0,0,0,0,0,0,0,0,4.1904e-07,7.84342e-08,5.11863e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.1776e-06,4.38915e-09,6.95311e-06,0,0,0,0,0,0,0,0,0,4.38915e-09,1.17834e-06,-9.59241e-06,0,0,0,0,0,0,0,0,0,6.95311e-06,-9.59241e-06,0.0357347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034723059000,0.228132,0.034615,-0.00812708,0,0,0,0,0,0,0,0,0,0.034615,0.296939,0.185112,0,0,0,0,0,0,0,0,0,-0.00812708,0.185112,0.837624,0,0,0,0,0,0,0,0,0,0,0,0,0.000160927,2.34705e-07,4.18652e-07,0,0,0,0,0,0,0,0,0,2.34705e-07,0.000161586,7.20827e-08,0,0,0,0,0,0,0,0,0,4.18652e-07,7.20827e-08,5.09212e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17725e-06,4.41109e-09,6.94913e-06,0,0,0,0,0,0,0,0,0,4.41109e-09,1.17797e-06,-9.58493e-06,0,0,0,0,0,0,0,0,0,6.94913e-06,-9.58493e-06,0.0357283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034724061000,0.228698,0.0345942,-0.0081275,0,0,0,0,0,0,0,0,0,0.0345942,0.297436,0.18499,0,0,0,0,0,0,0,0,0,-0.0081275,0.18499,0.837733,0,0,0,0,0,0,0,0,0,0,0,0,0.000159566,2.41954e-07,4.19665e-07,0,0,0,0,0,0,0,0,0,2.41954e-07,0.00016023,6.73317e-08,0,0,0,0,0,0,0,0,0,4.19665e-07,6.73317e-08,5.06755e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17691e-06,4.43042e-09,6.94657e-06,0,0,0,0,0,0,0,0,0,4.43042e-09,1.1776e-06,-9.58458e-06,0,0,0,0,0,0,0,0,0,6.94657e-06,-9.58458e-06,0.0357216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466034725048000,0.229263,0.0345738,-0.00812797,0,0,0,0,0,0,0,0,0,0.0345738,0.297933,0.184869,0,0,0,0,0,0,0,0,0,-0.00812797,0.184869,0.837842,0,0,0,0,0,0,0,0,0,0,0,0,0.000158496,2.50098e-07,4.21261e-07,0,0,0,0,0,0,0,0,0,2.50098e-07,0.000159168,6.39821e-08,0,0,0,0,0,0,0,0,0,4.21261e-07,6.39821e-08,5.04464e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.17656e-06,4.44781e-09,6.9445e-06,0,0,0,0,0,0,0,0,0,4.44781e-09,1.17723e-06,-9.59151e-06,0,0,0,0,0,0,0,0,0,6.9445e-06,-9.59151e-06,0.0357146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
