1466044720011072,0,79.90000009536743,6248547.835793095,332966.3678391519,-41.69984467583874,0.02503597856494207,0.00644539398070591,-0.4685517845134053
1466044720476268,1,114.6999998092651,6248547.731864864,332966.4152863824,-41.69792362800062,0.02224211918115616,0.008676523102372885,-0.4707685968982142
1466044720881454,2,148.3000001907349,6248547.647668126,332966.4570869828,-41.69797283950173,0.0187609750716464,0.008443110553623623,-0.4725505484621019
1466044721309268,3,183.6999998092651,6248547.558681582,332966.4974219042,-41.69969596254326,0.0175645867408812,0.007289965082257986,-0.4731622221862238
1466044721691949,4,219.3000001907349,6248547.478115823,332966.5400832477,-41.69912475321509,0.01611374251812697,0.007270320161106065,-0.4740652535163324
1466044721174122,5,258,6248547.584076134,332966.4837691942,-41.69974765822843,0.01754187638752162,0.007402474333103746,-0.4730754838572901
1466044720753934,6,222.5,6248547.676092958,332966.4429281654,-41.69750242484869,0.02000463489564436,0.00826101184116532,-0.4718142088946598
1466044720303617,7,188.1999998092651,6248547.766273277,332966.397948433,-41.69847843304716,0.02345795241348446,0.008341447949260474,-0.4698801570903223
1466044719920934,8,154,6248547.855384145,332966.359125237,-41.70002753862925,0.02500850930392742,0.00688946338435635,-0.4685441471873683
1466044719523250,9,120,6248547.932733616,332966.3157002388,-41.69941845987412,0.02434993939556816,0.01071607734803926,-0.466465465645457
1466044718960416,10,157.3000001907349,6248548.048468884,332966.2579551507,-41.69860709497541,0.02449511372625828,0.01170465797454119,-0.4659135559283656
1466044719395729,11,192.4000000953674,6248547.957691841,332966.3026703051,-41.69981891982374,0.02406057854969989,0.01064899773461276,-0.4665547811646945
1466044719770912,12,227.8000001907349,6248547.884693464,332966.3432991877,-41.69970361496515,0.02518212444153111,0.009117882841195035,-0.46720889180701
1466044720183599,13,263,6248547.792805874,332966.3850741653,-41.6984503322571,0.0242999613064155,0.007749383572274819,-0.4690404862796229
1466044720596286,14,297,6248547.709158538,332966.4269450982,-41.69821711944454,0.02152320186823607,0.007428003206150606,-0.4716044266902368
